Student_ID,Hours_Studied,Attendance,Assignment_Score,Previous_Result,Final_Result
99855,2,63,80,Fail,Pass
94475,2,96,48,Fail,Pass
29682,1,88,49,Pass,Pass
26386,5,98,52,Pass,Pass
74608,6,40,79,Pass,Pass
62874,2,98,68,Pass,Pass
64512,7,65,78,Pass,Pass
31112,8,46,73,Fail,Pass
86582,3,63,78,Fail,Pass
84075,9,82,75,Pass,Pass
24660,7,100,93,Fail,Pass
50950,1,70,57,Fail,Fail
92791,8,50,45,Pass,Pass
18629,3,82,86,Pass,Pass
78229,5,78,96,Pass,Pass
26725,1,58,36,Pass,Fail
39123,8,66,52,Fail,Pass
59957,2,99,74,Pass,Pass
17939,8,40,34,Pass,Pass
74410,8,63,31,Pass,Pass
52070,3,61,59,Pass,Pass
98432,6,55,78,Pass,Pass
38114,9,49,70,Fail,Pass
82315,10,87,85,Pass,Pass
31201,2,61,93,Pass,Pass
50292,6,46,55,Fail,Pass
28372,4,64,77,Pass,Pass
87089,5,80,80,Pass,Pass
33599,4,77,46,Pass,Pass
11601,8,59,64,Fail,Pass
50119,7,83,90,Fail,Pass
70130,7,40,59,Fail,Pass
68420,10,97,49,Fail,Pass
62344,2,52,34,Pass,Fail
46818,3,63,96,Pass,Pass
53142,9,90,71,Fail,Pass
85987,4,42,33,Pass,Fail
46559,5,42,44,Pass,Pass
23574,4,76,43,Fail,Pass
54888,8,86,70,Pass,Pass
28886,4,93,34,Pass,Pass
95556,1,65,65,Pass,Pass
21042,2,100,79,Pass,Pass
39627,2,70,83,Pass,Pass
26874,6,47,70,Fail,Pass
48588,9,83,76,Fail,Pass
53830,7,61,50,Fail,Pass
92890,9,73,70,Fail,Pass
54505,5,89,35,Pass,Pass
47682,4,44,80,Pass,Pass
60765,7,74,37,Pass,Pass
47573,2,93,50,Fail,Pass
83781,6,82,76,Pass,Pass
95783,6,73,43,Fail,Pass
24383,9,98,82,Fail,Pass
77726,1,45,67,Fail,Fail
79612,9,92,35,Pass,Pass
33574,1,83,99,Pass,Pass
16513,3,92,65,Pass,Pass
45919,2,41,63,Fail,Fail
42267,2,45,85,Pass,Pass
86165,3,43,76,Pass,Pass
69675,9,44,59,Fail,Pass
33479,10,64,86,Fail,Pass
89759,2,61,52,Fail,Fail
84782,8,73,77,Pass,Pass
76804,4,47,65,Fail,Pass
66059,10,70,38,Fail,Pass
53736,3,46,49,Fail,Fail
88814,3,94,96,Fail,Pass
20296,2,66,74,Pass,Pass
98093,3,99,97,Pass,Pass
67186,8,52,70,Pass,Pass
74489,10,96,58,Fail,Pass
77954,6,85,55,Fail,Pass
97538,9,66,68,Pass,Pass
68651,3,61,65,Fail,Pass
11421,3,53,73,Pass,Pass
28481,2,49,36,Pass,Fail
82461,6,71,35,Fail,Pass
67001,4,60,81,Pass,Pass
23646,9,40,37,Pass,Pass
10461,4,46,81,Fail,Pass
81596,8,68,31,Fail,Pass
59387,8,73,47,Fail,Pass
27961,10,47,45,Pass,Pass
53120,5,79,32,Fail,Pass
29463,8,73,86,Pass,Pass
35415,10,84,30,Fail,Pass
28547,9,82,55,Pass,Pass
59479,6,55,49,Pass,Pass
12421,3,58,60,Fail,Pass
96617,9,76,59,Fail,Pass
57277,4,79,71,Pass,Pass
12774,10,92,89,Pass,Pass
97885,5,94,81,Fail,Pass
54843,7,50,76,Pass,Pass
83496,5,47,64,Pass,Pass
64284,3,50,63,Fail,Pass
60222,5,66,45,Fail,Pass
99165,2,53,56,Pass,Pass
77270,3,89,50,Pass,Pass
33935,4,85,79,Fail,Pass
24889,7,52,46,Fail,Pass
21592,5,95,41,Fail,Pass
72696,10,58,42,Fail,Pass
24124,2,67,45,Fail,Fail
26932,4,77,92,Pass,Pass
72168,2,88,58,Fail,Pass
72287,4,44,68,Fail,Pass
21774,6,99,54,Pass,Pass
21421,8,90,33,Pass,Pass
15044,2,69,41,Fail,Fail
86922,5,57,34,Fail,Fail
85646,2,73,71,Fail,Pass
72276,7,78,93,Pass,Pass
73373,9,51,68,Fail,Pass
20027,5,87,100,Pass,Pass
86654,2,62,94,Pass,Pass
98293,3,94,66,Pass,Pass
25732,1,53,83,Pass,Pass
74999,10,79,64,Pass,Pass
20445,5,66,88,Fail,Pass
54560,10,82,60,Pass,Pass
97625,6,66,59,Pass,Pass
59308,3,44,44,Fail,Fail
63702,2,84,78,Fail,Pass
55783,7,57,79,Fail,Pass
23076,3,52,42,Fail,Fail
22072,4,93,84,Fail,Pass
77551,9,65,42,Fail,Pass
49261,8,87,91,Pass,Pass
14221,1,46,68,Fail,Fail
98304,5,49,77,Fail,Pass
96977,7,75,92,Pass,Pass
29721,4,77,76,Pass,Pass
91559,5,68,93,Fail,Pass
63818,5,75,78,Fail,Pass
17602,6,66,67,Pass,Pass
33132,9,58,41,Fail,Pass
64824,3,54,93,Pass,Pass
33265,1,89,72,Pass,Pass
92315,1,50,59,Pass,Fail
58002,2,40,88,Fail,Pass
17351,3,73,63,Pass,Pass
79122,4,84,55,Pass,Pass
55732,2,100,33,Pass,Pass
59531,9,61,47,Pass,Pass
42203,1,53,82,Pass,Pass
82699,5,47,91,Fail,Pass
88796,8,78,67,Fail,Pass
67355,9,49,40,Pass,Pass
17283,6,72,73,Pass,Pass
77040,5,58,88,Fail,Pass
62598,2,82,67,Fail,Pass
63478,6,44,65,Pass,Pass
23267,6,43,62,Pass,Pass
41181,8,74,57,Fail,Pass
83494,2,45,53,Fail,Fail
25811,4,80,84,Fail,Pass
32154,8,92,75,Pass,Pass
34027,5,69,46,Fail,Pass
17384,8,66,43,Pass,Pass
19299,5,75,74,Pass,Pass
74700,4,67,86,Pass,Pass
65219,4,98,85,Fail,Pass
57212,4,80,94,Pass,Pass
40512,10,40,82,Pass,Pass
45836,3,98,40,Pass,Pass
88883,4,53,58,Pass,Pass
69287,1,56,87,Pass,Pass
58723,6,44,71,Fail,Pass
20172,2,41,50,Pass,Fail
95506,6,70,41,Pass,Pass
23588,8,72,78,Pass,Pass
37993,8,94,61,Pass,Pass
26906,5,49,65,Pass,Pass
65066,4,88,76,Pass,Pass
35216,10,62,55,Pass,Pass
46600,9,87,78,Fail,Pass
34751,5,99,68,Fail,Pass
49325,6,83,31,Pass,Pass
78566,2,45,98,Fail,Pass
82654,8,50,62,Fail,Pass
62895,9,95,38,Fail,Pass
24268,5,46,87,Fail,Pass
90173,2,67,81,Pass,Pass
96186,10,50,82,Pass,Pass
97983,6,53,96,Pass,Pass
20907,4,82,95,Fail,Pass
49198,8,52,64,Fail,Pass
55617,5,79,97,Pass,Pass
22371,6,69,57,Pass,Pass
25698,5,89,62,Fail,Pass
88670,4,67,37,Pass,Pass
28295,4,82,66,Pass,Pass
28856,5,50,84,Fail,Pass
77843,4,54,95,Pass,Pass
85579,2,76,39,Fail,Fail
39240,4,97,82,Fail,Pass
95032,10,66,76,Pass,Pass
13405,1,90,66,Fail,Pass
55956,6,92,58,Fail,Pass
64720,5,91,30,Pass,Pass
43093,3,80,53,Fail,Pass
70544,9,89,57,Pass,Pass
10323,2,71,42,Fail,Fail
83424,7,59,84,Pass,Pass
33192,6,79,98,Fail,Pass
59197,8,78,93,Pass,Pass
70047,2,45,100,Pass,Pass
51782,3,81,60,Fail,Pass
62282,9,41,65,Pass,Pass
57508,3,72,92,Pass,Pass
45970,6,41,82,Fail,Pass
75724,6,77,42,Pass,Pass
74551,10,42,98,Fail,Pass
10498,4,47,57,Fail,Pass
69925,2,45,39,Pass,Fail
62817,3,56,84,Pass,Pass
68639,9,41,35,Pass,Pass
19816,10,65,35,Pass,Pass
34380,4,50,85,Pass,Pass
69916,9,46,55,Fail,Pass
31091,8,78,79,Fail,Pass
76974,7,50,64,Fail,Pass
55447,6,73,68,Fail,Pass
19553,10,96,91,Fail,Pass
85536,3,87,75,Pass,Pass
57985,5,52,37,Fail,Fail
68509,6,95,62,Pass,Pass
19191,1,55,78,Pass,Pass
44880,1,70,72,Pass,Pass
44992,6,59,66,Fail,Pass
89923,3,67,39,Fail,Fail
43925,9,92,40,Fail,Pass
87181,8,69,86,Pass,Pass
11522,10,52,78,Fail,Pass
82198,1,66,61,Pass,Pass
11619,10,67,77,Pass,Pass
23232,9,85,73,Pass,Pass
12209,3,68,61,Pass,Pass
36997,8,51,83,Fail,Pass
71934,4,54,35,Fail,Fail
29467,10,41,55,Pass,Pass
91725,2,40,72,Pass,Pass
37148,8,50,75,Fail,Pass
43163,8,85,78,Pass,Pass
72516,4,62,71,Pass,Pass
44637,5,71,90,Fail,Pass
26491,2,61,55,Fail,Fail
27048,6,79,100,Fail,Pass
22618,10,74,30,Fail,Pass
23498,2,55,49,Fail,Fail
42858,5,95,90,Pass,Pass
95757,6,53,82,Fail,Pass
97698,8,60,33,Fail,Pass
95079,10,59,94,Fail,Pass
88142,2,72,97,Pass,Pass
21895,3,58,38,Pass,Pass
52134,6,100,57,Fail,Pass
64817,10,40,87,Pass,Pass
96644,10,53,100,Fail,Pass
20986,7,59,36,Fail,Pass
85438,4,85,43,Fail,Pass
61840,8,85,87,Fail,Pass
28389,4,97,52,Fail,Pass
81192,1,70,57,Pass,Pass
45615,9,42,50,Pass,Pass
87291,6,40,50,Pass,Pass
44513,10,70,92,Fail,Pass
73383,6,71,77,Pass,Pass
81229,5,71,86,Fail,Pass
39233,4,74,64,Fail,Pass
86635,5,78,67,Fail,Pass
68964,10,97,41,Fail,Pass
40904,8,55,56,Fail,Pass
76418,3,84,78,Pass,Pass
96946,3,65,94,Pass,Pass
68008,3,74,62,Pass,Pass
59597,6,86,56,Fail,Pass
45768,6,77,60,Fail,Pass
66855,7,82,59,Fail,Pass
46713,8,42,100,Fail,Pass
77472,3,60,72,Pass,Pass
78459,9,58,37,Pass,Pass
68493,6,59,67,Pass,Pass
23716,7,99,82,Pass,Pass
66857,8,72,80,Pass,Pass
60899,5,63,57,Fail,Pass
80439,8,82,93,Fail,Pass
99665,5,44,61,Fail,Pass
52129,7,55,88,Fail,Pass
47271,5,87,54,Fail,Pass
34894,9,97,91,Pass,Pass
98676,10,81,60,Pass,Pass
80684,3,52,37,Fail,Fail
78780,2,78,88,Fail,Pass
45477,9,45,91,Pass,Pass
84560,1,46,56,Pass,Fail
31144,8,88,44,Pass,Pass
55320,8,79,39,Fail,Pass
74893,6,90,75,Pass,Pass
83053,5,54,62,Fail,Pass
51469,1,98,60,Fail,Pass
26793,7,69,70,Pass,Pass
42554,10,42,100,Fail,Pass
40285,10,49,93,Fail,Pass
20760,1,100,88,Fail,Pass
63275,9,45,95,Fail,Pass
45025,6,57,52,Pass,Pass
90970,7,45,74,Fail,Pass
47865,7,72,68,Fail,Pass
86943,5,58,72,Pass,Pass
58258,6,87,31,Pass,Pass
25050,2,92,92,Fail,Pass
50188,8,89,86,Pass,Pass
17036,1,40,47,Pass,Fail
95898,6,96,46,Fail,Pass
22138,10,99,100,Pass,Pass
46473,10,75,85,Pass,Pass
26524,7,81,63,Pass,Pass
42170,10,46,91,Fail,Pass
56627,10,91,65,Fail,Pass
24357,9,78,30,Fail,Pass
90398,3,79,33,Pass,Pass
16828,7,91,56,Fail,Pass
64283,6,58,98,Fail,Pass
72592,2,46,60,Pass,Pass
31716,8,55,37,Pass,Pass
19506,9,70,62,Pass,Pass
67402,7,92,70,Pass,Pass
80609,8,51,93,Pass,Pass
57867,1,61,33,Fail,Fail
26192,9,97,99,Fail,Pass
76878,5,45,30,Fail,Fail
68848,3,51,86,Fail,Pass
46698,10,73,36,Fail,Pass
21430,6,97,76,Fail,Pass
42332,9,64,100,Pass,Pass
59132,5,86,87,Fail,Pass
68604,5,96,32,Pass,Pass
46684,1,50,50,Fail,Fail
77949,10,97,75,Pass,Pass
68860,4,51,71,Fail,Pass
88678,8,82,67,Pass,Pass
72077,4,56,96,Pass,Pass
73806,7,43,92,Pass,Pass
98077,8,68,42,Pass,Pass
81563,6,58,83,Fail,Pass
54198,1,76,66,Fail,Pass
39853,2,52,73,Pass,Pass
33148,6,62,91,Fail,Pass
56664,4,44,100,Fail,Pass
87416,9,58,81,Pass,Pass
76951,2,89,89,Fail,Pass
52690,1,84,98,Pass,Pass
77818,2,58,49,Fail,Fail
93516,3,56,30,Pass,Fail
31929,2,86,67,Fail,Pass
12985,10,48,71,Fail,Pass
52544,9,96,46,Pass,Pass
49274,10,61,87,Pass,Pass
29701,5,66,74,Pass,Pass
85038,6,58,39,Pass,Pass
94110,4,45,82,Fail,Pass
35336,6,64,93,Pass,Pass
98553,2,49,54,Fail,Fail
76857,7,78,56,Pass,Pass
77770,3,59,66,Fail,Pass
91168,4,85,56,Pass,Pass
13198,4,54,92,Fail,Pass
57089,2,67,78,Fail,Pass
48386,3,57,38,Fail,Fail
17020,5,91,42,Pass,Pass
32330,7,51,94,Fail,Pass
99345,6,64,60,Fail,Pass
98561,2,63,99,Pass,Pass
25652,4,90,38,Fail,Pass
24361,9,87,65,Fail,Pass
56047,7,44,100,Fail,Pass
58845,7,46,50,Pass,Pass
95795,2,49,45,Fail,Fail
53696,5,58,33,Pass,Pass
16075,6,70,34,Fail,Pass
20763,5,91,40,Pass,Pass
90143,7,84,70,Fail,Pass
97585,5,41,78,Fail,Pass
17205,8,95,57,Fail,Pass
18000,2,61,53,Pass,Pass
15767,5,92,53,Pass,Pass
50267,9,72,54,Pass,Pass
30491,3,95,39,Fail,Pass
18094,10,53,95,Fail,Pass
72650,7,66,92,Pass,Pass
77331,9,60,35,Pass,Pass
99599,10,84,69,Fail,Pass
62875,5,82,99,Pass,Pass
68597,4,58,67,Pass,Pass
82694,10,82,46,Fail,Pass
90449,4,75,44,Fail,Pass
37457,5,57,95,Fail,Pass
10617,1,57,99,Pass,Pass
79715,9,87,54,Pass,Pass
36278,8,44,42,Fail,Pass
20720,7,81,86,Pass,Pass
26114,8,53,44,Fail,Pass
55681,3,46,95,Fail,Pass
84147,8,50,53,Fail,Pass
13903,8,93,60,Fail,Pass
98845,4,76,33,Fail,Fail
10650,9,65,57,Pass,Pass
61420,1,56,90,Pass,Pass
55838,8,65,100,Pass,Pass
81494,5,74,90,Fail,Pass
48547,1,91,34,Pass,Fail
15769,7,90,88,Pass,Pass
38970,4,46,51,Fail,Fail
45597,7,40,58,Pass,Pass
79662,2,61,77,Pass,Pass
29095,9,56,76,Fail,Pass
37871,7,55,39,Pass,Pass
50640,2,60,100,Fail,Pass
61657,6,50,42,Fail,Pass
25628,6,66,71,Pass,Pass
22675,1,81,71,Fail,Pass
87408,1,51,99,Pass,Pass
98320,2,41,61,Fail,Fail
41636,3,73,42,Fail,Fail
79577,10,87,79,Pass,Pass
59677,3,57,61,Fail,Pass
49086,8,42,87,Fail,Pass
37402,5,68,60,Fail,Pass
19992,6,94,53,Fail,Pass
55960,3,69,64,Fail,Pass
66127,8,91,34,Pass,Pass
64522,8,95,70,Pass,Pass
31253,1,65,68,Pass,Pass
91834,6,85,51,Fail,Pass
16646,7,54,87,Fail,Pass
74969,3,48,66,Pass,Pass
98104,9,68,73,Fail,Pass
27281,4,49,63,Fail,Pass
31567,7,46,39,Pass,Pass
51709,3,59,33,Pass,Fail
38874,6,92,79,Pass,Pass
72388,7,73,66,Pass,Pass
92929,4,83,64,Pass,Pass
51877,10,52,36,Fail,Pass
54335,3,71,100,Pass,Pass
75675,2,78,31,Fail,Fail
45816,2,77,69,Pass,Pass
86167,6,81,50,Fail,Pass
46211,3,79,70,Fail,Pass
77213,6,49,85,Fail,Pass
43836,2,56,61,Pass,Pass
27369,8,92,47,Pass,Pass
24897,2,66,34,Fail,Fail
68417,7,70,32,Fail,Pass
27200,4,56,95,Fail,Pass
92489,2,55,95,Fail,Pass
15210,10,87,31,Fail,Pass
57031,9,58,71,Pass,Pass
23655,10,50,93,Fail,Pass
93759,6,93,88,Pass,Pass
58364,2,49,53,Pass,Pass
77997,8,85,90,Pass,Pass
11795,7,100,92,Pass,Pass
20065,9,82,79,Pass,Pass
36681,1,86,62,Fail,Pass
10278,9,89,87,Fail,Pass
47370,6,42,34,Fail,Fail
94750,6,99,83,Fail,Pass
68410,9,97,81,Fail,Pass
41836,4,54,84,Fail,Pass
57037,7,89,41,Fail,Pass
78047,2,85,43,Pass,Pass
80898,10,74,31,Fail,Pass
35339,10,95,67,Fail,Pass
11053,10,41,47,Fail,Pass
79918,10,67,64,Fail,Pass
94082,1,71,32,Pass,Fail
51453,4,56,34,Fail,Fail
14142,10,62,81,Fail,Pass
54940,9,57,88,Pass,Pass
80671,9,78,68,Fail,Pass
34944,3,86,39,Pass,Pass
18546,7,77,35,Fail,Pass
61978,1,98,57,Pass,Pass
17881,7,98,54,Pass,Pass
75849,5,90,100,Fail,Pass
23235,6,67,42,Fail,Pass
13660,6,69,91,Pass,Pass
24906,7,88,81,Fail,Pass
76938,6,48,52,Pass,Pass
79517,9,74,34,Pass,Pass
24432,7,83,93,Pass,Pass
88733,4,55,98,Pass,Pass
53929,7,49,93,Pass,Pass
96516,3,84,60,Pass,Pass
38122,8,62,90,Pass,Pass
62864,4,89,48,Pass,Pass
52015,9,87,92,Pass,Pass
61738,1,57,83,Fail,Pass
27839,5,78,94,Pass,Pass
51358,7,78,88,Pass,Pass
29962,6,79,93,Pass,Pass
12398,9,98,94,Fail,Pass
82406,1,66,80,Pass,Pass
76618,8,82,59,Fail,Pass
83623,9,48,52,Fail,Pass
92918,7,49,79,Pass,Pass
39903,3,53,54,Pass,Pass
53856,4,63,42,Fail,Fail
77333,1,86,42,Pass,Pass
36044,7,76,45,Fail,Pass
20633,4,91,84,Fail,Pass
85132,9,43,75,Fail,Pass
42837,8,56,90,Fail,Pass
54601,10,42,77,Fail,Pass
62808,7,87,58,Pass,Pass
21635,5,58,78,Fail,Pass
96903,8,92,41,Pass,Pass
93392,9,73,61,Pass,Pass
84645,8,72,81,Pass,Pass
18112,5,49,31,Fail,Fail
97131,2,95,81,Pass,Pass
88532,4,81,58,Pass,Pass
48152,2,48,67,Pass,Pass
38614,7,47,98,Pass,Pass
61299,8,88,31,Fail,Pass
77879,5,80,32,Fail,Pass
57249,9,42,85,Fail,Pass
91011,2,64,93,Pass,Pass
44575,2,100,45,Pass,Pass
83259,9,92,91,Fail,Pass
15484,7,42,81,Fail,Pass
54686,6,99,99,Fail,Pass
61110,9,84,52,Pass,Pass
44921,3,68,61,Fail,Pass
78251,9,98,55,Fail,Pass
39875,5,87,100,Fail,Pass
50582,1,42,83,Fail,Fail
87792,4,45,34,Fail,Fail
33383,7,66,67,Fail,Pass
19984,5,99,60,Fail,Pass
81744,2,40,70,Fail,Fail
93077,5,64,56,Pass,Pass
28950,6,52,76,Pass,Pass
21487,4,85,89,Pass,Pass
15303,8,53,81,Pass,Pass
44360,2,75,51,Pass,Pass
46089,10,86,93,Pass,Pass
89834,1,43,54,Fail,Fail
35678,7,91,86,Pass,Pass
39290,7,44,72,Pass,Pass
42315,10,65,54,Pass,Pass
24992,7,93,40,Fail,Pass
44646,6,68,100,Pass,Pass
76717,10,100,85,Pass,Pass
55224,5,53,44,Fail,Pass
80479,7,65,72,Fail,Pass
29953,8,59,37,Pass,Pass
40211,7,68,92,Fail,Pass
24215,9,95,54,Pass,Pass
81569,1,56,56,Pass,Fail
73516,3,85,73,Pass,Pass
65328,3,55,75,Pass,Pass
97242,3,55,85,Pass,Pass
37000,6,74,70,Fail,Pass
62370,7,93,53,Fail,Pass
11588,2,44,64,Fail,Fail
66852,8,92,32,Fail,Pass
74189,7,90,67,Pass,Pass
86058,4,54,67,Pass,Pass
89656,6,49,65,Fail,Pass
93292,2,59,90,Pass,Pass
22832,8,91,67,Fail,Pass
59966,6,99,89,Fail,Pass
11463,5,92,99,Fail,Pass
82373,9,77,58,Pass,Pass
47997,2,56,48,Fail,Fail
60093,4,53,31,Fail,Fail
89357,2,89,99,Pass,Pass
56716,2,79,82,Pass,Pass
61787,6,78,83,Pass,Pass
71115,5,55,84,Fail,Pass
20490,5,68,65,Fail,Pass
48431,7,69,95,Fail,Pass
42035,1,92,93,Pass,Pass
73077,7,76,43,Fail,Pass
57977,5,94,76,Pass,Pass
42892,2,87,85,Pass,Pass
17438,6,52,38,Pass,Pass
32870,10,99,46,Fail,Pass
57518,5,58,44,Fail,Pass
77441,2,48,69,Pass,Pass
39688,2,56,63,Pass,Pass
74224,1,100,68,Pass,Pass
40762,3,76,76,Fail,Pass
41902,7,59,89,Fail,Pass
53229,8,69,35,Fail,Pass
14814,6,41,74,Fail,Pass
51568,10,44,80,Fail,Pass
96117,6,79,37,Pass,Pass
50612,9,75,68,Fail,Pass
30582,2,97,67,Fail,Pass
89198,5,41,92,Pass,Pass
70036,1,63,87,Pass,Pass
95224,8,47,72,Fail,Pass
47671,7,74,44,Pass,Pass
34919,5,85,68,Pass,Pass
85407,6,49,65,Fail,Pass
64239,8,81,67,Pass,Pass
78407,5,47,35,Pass,Pass
69544,5,68,71,Fail,Pass
48687,9,71,98,Pass,Pass
62524,5,90,84,Fail,Pass
26776,6,83,81,Fail,Pass
76946,10,61,72,Pass,Pass
79564,4,61,88,Pass,Pass
66236,2,81,92,Pass,Pass
73995,3,83,66,Pass,Pass
11916,2,66,84,Fail,Pass
40912,1,41,94,Pass,Pass
72515,3,78,83,Pass,Pass
19932,2,41,43,Pass,Fail
42432,5,45,74,Pass,Pass
23818,3,85,33,Fail,Fail
98505,10,89,31,Pass,Pass
31995,10,99,70,Fail,Pass
13332,5,82,47,Pass,Pass
53678,1,97,32,Pass,Pass
31884,1,53,31,Fail,Fail
92224,8,98,51,Pass,Pass
53841,3,96,65,Pass,Pass
65463,10,53,71,Pass,Pass
99668,10,63,63,Fail,Pass
40326,10,86,73,Fail,Pass
97816,7,92,67,Fail,Pass
18376,4,69,97,Pass,Pass
14447,8,74,56,Fail,Pass
98439,7,83,36,Pass,Pass
35211,8,93,52,Pass,Pass
79859,7,64,74,Pass,Pass
49286,4,48,46,Fail,Fail
54840,8,75,78,Pass,Pass
38498,6,65,55,Pass,Pass
58730,5,55,83,Pass,Pass
57509,2,50,71,Pass,Pass
43813,7,72,58,Pass,Pass
65199,1,84,33,Fail,Fail
36591,7,66,37,Fail,Pass
75048,4,45,69,Pass,Pass
69437,10,55,65,Pass,Pass
17513,1,49,100,Pass,Pass
55323,9,53,66,Pass,Pass
13547,4,66,42,Fail,Pass
17914,5,90,75,Pass,Pass
66738,1,47,85,Pass,Pass
49018,4,46,37,Fail,Fail
12234,1,90,86,Pass,Pass
50848,1,86,92,Fail,Pass
44661,3,68,47,Fail,Fail
49319,10,43,45,Fail,Pass
41325,4,92,79,Pass,Pass
89412,6,77,58,Pass,Pass
44948,5,93,32,Fail,Pass
95070,8,50,61,Pass,Pass
38674,3,90,90,Fail,Pass
61560,1,88,89,Fail,Pass
81522,2,45,68,Pass,Pass
95089,3,87,97,Pass,Pass
13501,5,69,82,Fail,Pass
89134,1,49,36,Pass,Fail
59545,3,84,71,Fail,Pass
15595,4,78,42,Fail,Pass
45922,3,77,84,Fail,Pass
59625,7,49,33,Pass,Pass
18503,8,60,30,Fail,Pass
43289,3,77,42,Pass,Pass
21863,8,47,51,Pass,Pass
23240,3,91,64,Pass,Pass
66812,2,55,38,Pass,Fail
72165,2,62,69,Pass,Pass
78514,9,76,42,Pass,Pass
18190,7,81,76,Pass,Pass
43149,10,77,89,Fail,Pass
72147,8,92,71,Fail,Pass
49968,7,62,56,Fail,Pass
32075,4,90,94,Pass,Pass
26067,5,73,85,Fail,Pass
90975,1,97,72,Fail,Pass
53604,10,67,66,Pass,Pass
54029,5,83,52,Fail,Pass
19588,5,89,80,Fail,Pass
26041,1,57,85,Fail,Pass
48349,6,44,33,Fail,Fail
23182,6,59,56,Fail,Pass
27654,1,52,75,Pass,Pass
15509,6,43,57,Fail,Pass
52959,3,71,42,Pass,Pass
93502,9,93,36,Pass,Pass
65720,10,83,95,Pass,Pass
34046,2,97,69,Fail,Pass
76256,9,85,56,Pass,Pass
70463,6,47,60,Pass,Pass
87661,8,51,59,Pass,Pass
90091,7,56,81,Pass,Pass
60716,1,60,94,Fail,Pass
98550,10,51,66,Fail,Pass
31656,4,41,57,Fail,Pass
25004,6,95,51,Fail,Pass
69763,7,47,100,Fail,Pass
12461,4,56,54,Fail,Pass
94635,10,73,48,Fail,Pass
61077,4,63,81,Pass,Pass
45027,9,68,85,Pass,Pass
45932,3,68,90,Pass,Pass
13277,2,49,50,Fail,Fail
47721,6,58,76,Fail,Pass
57375,5,67,67,Fail,Pass
88875,10,45,57,Fail,Pass
80810,3,94,47,Fail,Pass
83816,1,86,66,Fail,Pass
86056,5,80,67,Fail,Pass
85258,8,71,84,Pass,Pass
19051,2,73,98,Fail,Pass
28176,3,56,31,Pass,Fail
35289,3,95,57,Fail,Pass
34787,9,77,63,Fail,Pass
93317,4,81,55,Fail,Pass
94088,5,100,31,Pass,Pass
55170,9,76,49,Pass,Pass
68208,2,44,75,Fail,Pass
49255,5,77,71,Fail,Pass
21676,4,50,31,Fail,Fail
77084,5,45,69,Fail,Pass
81732,1,79,100,Fail,Pass
73141,9,40,30,Fail,Pass
38303,4,78,39,Pass,Pass
72984,3,86,44,Pass,Pass
88924,1,80,54,Pass,Pass
57221,5,63,93,Fail,Pass
59621,9,61,78,Fail,Pass
80002,8,87,54,Pass,Pass
50113,2,41,72,Pass,Pass
81481,1,52,45,Fail,Fail
25147,2,43,80,Fail,Pass
86957,4,79,94,Fail,Pass
13318,8,88,50,Fail,Pass
96231,7,46,55,Fail,Pass
79171,1,62,58,Fail,Fail
26456,6,71,42,Fail,Pass
91805,7,86,93,Fail,Pass
52298,7,97,55,Pass,Pass
52944,4,42,42,Pass,Pass
89990,9,60,43,Pass,Pass
43661,1,55,62,Pass,Pass
15503,10,40,81,Fail,Pass
14168,4,98,43,Fail,Pass
83500,9,40,79,Fail,Pass
65177,6,65,75,Pass,Pass
44657,10,94,74,Fail,Pass
84630,8,42,74,Fail,Pass
96166,10,49,71,Pass,Pass
41923,5,71,36,Fail,Pass
83391,1,82,100,Fail,Pass
65359,4,67,99,Fail,Pass
79132,2,93,69,Pass,Pass
57319,4,44,34,Pass,Pass
91134,6,58,37,Pass,Pass
25721,1,63,31,Fail,Fail
31528,7,98,81,Fail,Pass
62848,8,45,79,Fail,Pass
34536,7,43,91,Fail,Pass
33578,6,44,100,Pass,Pass
52733,4,96,74,Fail,Pass
37585,8,88,72,Pass,Pass
99551,5,66,94,Pass,Pass
96392,10,100,92,Pass,Pass
60844,3,75,72,Pass,Pass
57321,2,78,86,Fail,Pass
92584,3,48,70,Fail,Pass
22737,2,47,84,Fail,Pass
70909,10,54,73,Pass,Pass
16824,4,65,41,Fail,Pass
84741,5,70,45,Pass,Pass
30942,1,44,42,Pass,Fail
82552,8,43,62,Pass,Pass
20029,7,80,84,Fail,Pass
26334,6,86,43,Pass,Pass
86102,3,58,32,Fail,Fail
48107,3,91,60,Pass,Pass
28173,1,58,77,Fail,Pass
68557,4,92,53,Pass,Pass
33770,5,86,43,Pass,Pass
11280,6,82,98,Pass,Pass
51650,6,93,50,Pass,Pass
92440,4,87,46,Fail,Pass
46869,2,90,88,Pass,Pass
60296,4,100,98,Fail,Pass
48533,3,95,95,Pass,Pass
53198,10,49,86,Pass,Pass
13936,9,50,70,Fail,Pass
22784,4,45,75,Fail,Pass
94655,1,71,69,Pass,Pass
99029,2,69,76,Pass,Pass
40358,2,86,88,Fail,Pass
90734,6,59,34,Pass,Pass
25868,6,96,55,Fail,Pass
82642,10,54,81,Pass,Pass
70838,2,53,78,Fail,Pass
68722,6,78,73,Pass,Pass
28292,3,93,41,Fail,Pass
96147,7,64,85,Fail,Pass
54452,7,85,62,Pass,Pass
27347,7,82,50,Fail,Pass
24131,8,71,44,Fail,Pass
14713,7,99,89,Fail,Pass
16713,7,93,67,Pass,Pass
